gvkey,yq,debt_ebitda_wr,efftax_wr,debt_at_wr,intcov_ratio_wr,delta3y_lev_ft,dv_wr,bm_wr,zscore_ft,cash_pred_ft,ab_ret3m_ft,num3m_seo_ft,seo_flag
4759,2019q4,4.5383387,0.14763589,0.44230545,9.4800549,0.24382497,0,1.7999572,13.475929,22.162001,-0.1133106,43,0
4759,2020q1,4.5706797,0.098318465,0.44117531,8.7620964,0.223794,0,1.3851929,13.481179,21.087999,0.025994599,24,0
4759,2020q2,7.588501,0.067476816,0.481047,5.0235295,0.26852879,0,1.1761954,21.25177,36.452,0.020591881,107,0
4759,2020q3,8.8681517,-0.028248588,0.48494008,3.4820573,0.28004494,0,1.0734624,15.267753,34.278999,-0.013668071,39,0
4759,2020q4,8.7014809,-0.086133458,0.46916416,3.2381997,0.22314675,0,0.91094738,13.715527,35.645,0.043827374,83,0
4771,2015q1,0.38636902,0.37623203,0.060146112,378.5618,0.060146112,0.060496617,0.56229466,157.51862,-26.867001,0.1127824,59,0
4771,2015q2,0.3043178,0.37290138,0.04866343,262.86154,0.04866343,0.059957847,0.79077727,149.59962,-25.383001,-0.074104235,46,0
4771,2015q3,0.16202128,0.37517181,0.028269211,220.7394,0.028269211,0.058102921,0.57062823,158.2861,5.7059994,0.10424457,23,0
4771,2015q4,0.13686174,0.37320095,0.023983477,239.38065,0.023983477,0.056984834,0.59092903,167.9045,20.940001,-0.004807333,30,0
4771,2016q1,0,0.37265939,0,321.98181,0,0.057432715,0.66954243,171.39777,52.158001,-0.03930429,28,0
4771,2016q2,0,0.36095658,0,518.66663,0,0.056855224,0.52142495,181.67712,84.661003,0.078815527,48,0
4771,2016q3,0,0.36166763,0,1066.0311,0,0.059671938,0.44556689,185.79073,89.745003,0.046441443,47,0
4771,2016q4,0,0.36092252,0,4293.125,0,0.066884592,0.55464661,186.20026,85.254997,-0.082659714,46,0
4809,2015q1,1.6797395,0.34300569,0.29610145,10.813137,0.009046435,0.16292556,0.28301725,168.6136,210.41008,-0.022971811,59,0
4809,2015q2,1.5788895,0.34480363,0.2862359,11.472083,0.008081287,0.16417059,0.24891883,211.35567,262.04596,0.081569493,46,0
4809,2015q3,2.0212498,0.34741032,0.32769927,11.828465,0.018045515,0.16485631,0.30776298,161.56458,-59.748989,-0.063338205,23,0
4809,2015q4,2.3331387,0.35436523,0.35582295,11.48003,0.043245196,0.16263989,0.36405975,163.99196,-215.496,-0.049303368,30,0
4809,2016q1,2.4341843,0.35561004,0.38235667,11.134101,0.079166085,0.16689552,0.33672547,69.024025,-247.95998,-0.000711771,28,0
4809,2016q2,2.3193743,0.35601681,0.36888775,10.632905,0.092101663,0.1788808,0.40907112,53.855366,-251.93398,-0.081389427,48,0
4809,2016q3,2.2528918,0.35176,0.35742655,9.9171963,-0.019488752,0.18143514,0.31570166,179.98299,9.1089869,0.085822463,47,0
4809,2016q4,2.1891258,0.3436805,0.35423321,9.2686863,-0.021202803,0.20311278,0.3344,167.2233,136.16714,-0.025560433,46,0
4809,2017q1,2.1284282,0.34652072,0.32948068,7.8988523,-0.016211569,0.20557418,0.38420078,165.14873,169.51297,-0.044073708,46,0
4809,2017q2,2.1109822,0.34185019,0.31631055,7.2504334,-0.023316443,0.22545703,0.3600626,161.3374,153.62001,0.01634708,33,0
4809,2017q3,2.1104219,0.31058609,0.32259098,7.1709328,-0.012433112,0.42073047,0.32552552,142.40009,149.97501,-0.009762232,33,0
4809,2017q4,2.0641639,-0.005539443,0.31504583,7.1414232,-0.008371532,0.23830937,0.28967816,140.07129,155.02094,0.047125485,37,0
4809,2018q1,1.9925694,-0.13671298,0.31241974,7.6529722,0.016318291,0.25713554,0.31603491,195.46896,108.38299,-0.024476603,34,0
4809,2018q2,2.0058382,-0.32522827,0.30723947,7.6045203,0.021003574,0.26858264,0.35843724,195.44011,99.57299,-0.055327997,33,0
4809,2018q3,2.0417712,-0.001594331,0.3099809,7.4103718,-0.017718375,0.1766751,0.35450175,205.73943,109.205,0.052655678,31,0
4809,2018q4,2.5070498,0.20288496,0.35567486,7.2737765,-0.000148088,0.24158181,0.30267075,175.84901,-116.428,0.009470511,25,0
4809,2019q1,3.2935767,0.19520719,0.41959655,7.2100325,0.037239879,0.22875905,0.27838421,102.05473,-82.850021,0.020996116,44,0
4809,2019q2,3.128803,0.22895251,0.40633339,7.2147937,0.037445635,0.22467563,0.28703934,92.849487,-77.692993,0.000791762,40,0
4809,2019q3,3.1248765,0.22842965,0.40566006,7.0638576,0.048233509,0.21942016,0.30500263,56.023998,-63.728016,-0.046580568,27,0
4809,2019q4,3.0449162,0.2241811,0.40430099,7.1489172,0.050067782,0.24424754,0.31897247,34.234425,119.422,0.057437174,43,0
4809,2020q1,3.2754288,0.21422346,0.43251434,8.065711,0.10303366,0.43364906,0.30570972,395.52838,367.30099,-0.03917994,24,0
4809,2020q2,3.004977,0.22189932,0.41355905,8.5616274,0.097248495,0.43328148,0.28373885,377.1022,488.46201,-2.4382E-05,107,0
4809,2020q3,2.897795,0.22427765,0.41162345,8.9360733,0.089032471,0.42871761,0.30805549,423.80695,503.97498,-0.069246657,39,0
4809,2020q4,2.5737433,0.24110785,0.39806074,9.6045885,0.083014905,0.27785292,0.2979587,404.54053,511.21799,0.000449128,83,0
4818,2015q1,0.73378116,0.3027364,0.13386832,34.278812,0.071345031,0.045551855,0.3926684,3076.3013,1917.116,-0.024924021,59,0
4818,2015q2,0.73617363,0.30453068,0.1312713,29.703608,0.067773163,0.04478167,0.50772798,2956.7839,1766.593,-0.044954348,46,0
4818,2015q3,0.81002903,0.30138272,0.13062796,24.032322,0.068064213,0.045026109,0.4579598,2845.9702,2382.679,0.018821064,23,0
4818,2015q4,0.88072008,0.33843139,0.13007446,20.937391,0.064705417,0.073297933,0.40095192,2815.8196,2740.4028,0.042994589,30,0
4818,2016q1,1.5558668,0.34911543,0.18784474,19.000698,0.12702188,0.079122335,0.45015252,2179.0249,1836.744,-0.035710745,28,0
4818,2016q2,1.622182,0.35452795,0.18541862,15.635279,0.12388925,0.088604845,0.43933064,2248.8804,1670.189,-0.000515905,48,0
4818,2016q3,1.9761084,0.31831142,0.18131228,10.347261,0.12150742,0.18536808,0.42473826,2241.8267,1738.0231,-0.006057926,47,0
4818,2016q4,1.8017015,0.40093488,0.17362408,9.5028334,0.11037895,0.10294562,0.42502484,2156.5784,1569.7311,-0.016941452,46,0
4818,2017q1,1.9965152,0.36604077,0.17105062,7.5817342,0.10522077,0.12619853,0.50331682,2264.2065,2280.698,-0.053633973,46,0
4818,2017q2,2.839813,0.35178894,0.17316139,4.740396,0.11052952,0.26182154,0.53952837,2259.9185,2359.4639,-0.040869653,33,0
4818,2017q3,2.2332342,0.38428929,0.17596065,7.1211481,0.11051446,0.14561065,0.45446578,2369.1013,2150.27,0.050573714,33,0
4818,2017q4,2.4324324,0.31562904,0.17356481,6.5096989,0.049037889,0.15347716,0.41748792,2436.0435,2019.2061,0.038217597,37,0
4818,2018q1,3.2415309,0.4667407,0.17362565,3.5491323,0.039757326,0.75872451,0.43691802,1942.8188,1612.249,-0.061788134,34,0
4818,2018q2,3.5648448,0.43079263,0.18158697,4.993392,0.050315663,0.26779681,0.37250531,2048.3086,1501.8199,0.039120976,33,0
4818,2018q3,7.4191375,0.42172807,0.18849021,2.4331429,0.057862252,0.3664501,0.67182195,2309.1978,1718.656,-0.1237594,31,0
4839,2016q2,8.1897678,0.27576196,0.58375823,3.1263897,0.034056365,0.070266448,0.67286122,25631.787,34030,-0.025051501,48,0
4839,2016q3,9.7149734,0.26067898,0.58402389,2.4021831,0.033860028,0.082240924,0.67722493,17193.371,28454,-0.009206587,47,0
4839,2016q4,10.817948,0.32210124,0.60083801,2.2925718,0.033148706,0.12967798,0.65720868,21816.932,34318,-0.027197739,46,0
4839,2017q1,11.771389,0.30485544,0.59803599,1.9614594,0.033023119,0.21279444,0.7167275,26309.705,38420,-0.018538423,46,0
4839,2017q2,11.967951,0.19908084,0.59000927,1.8146498,0.027270198,0.15656963,0.70628208,23088.908,32841,0.012167819,33,0
4839,2017q3,11.489597,0.13887814,0.59342629,1.9064732,0.022674263,0.13459802,0.69859678,22056.918,33159,-0.003006099,33,0
4839,2017q4,11.851821,0.049270745,0.59845698,1.831098,0.026967406,0.077092223,0.82574582,25563.299,32898,-0.028816734,37,0
4839,2018q1,12.219958,-0.009709979,0.59250087,1.7269744,0.01438868,0.14133333,0.85443711,28064.084,32429,-0.00721712,34,0
4839,2018q2,12.3062,-0.001013025,0.59223336,1.4907311,0.020472825,0.086742096,1.0224346,24197.684,27158,-0.075630635,33,0
4839,2018q3,12.309933,-0.015559833,0.59247547,1.4358923,0.016326249,0.09456677,1.2443398,24112.471,27577,-0.00340591,31,0
4839,2018q4,11.588863,0.14959724,0.60112655,1.5332558,0.01046747,0.16236062,1.0617076,22896.898,26000,0.010319445,25,0
4839,2019q1,10.764634,0.22373638,0.60209435,1.5402105,0.007900775,0.19339164,0.92408651,26350.49,33455,0.045879111,44,0
4839,2019q2,10.151167,0.23443983,0.600357,1.4526198,0.016598761,0.27616414,1.0186095,24021.275,37120,-0.031088928,40,0
4839,2019q3,9.5347328,0.075885326,0.60187405,1.4024774,0.017850161,0.37305054,0.98844057,20001.281,37662,-0.01812131,27,0
4860,2015q1,3.9373412,0.34927234,0.31367952,40.894215,0.31078523,0.015822304,1.0203382,188.22034,-230.93098,-0.10100383,59,0
4860,2015q2,3.6726625,0.34750915,0.31129038,18.7195,0.30948606,0.016737919,2.9795172,200.81256,-231.64499,-0.26555845,46,0
4860,2017q4,3.6422389,0.48856005,0.32773682,1.8911306,0.27435997,0,0.64000708,155.57744,74.696007,-0.044091396,37,0
4860,2018q1,2.9213214,0.46241379,0.27423277,1.9035065,-0.039446741,0,0.64888221,124.89072,41.37899,-0.019909335,34,0
4860,2018q2,2.656287,0.37630907,0.2554844,2.3644972,-0.055805981,0,0.73911393,133.28412,30.350004,-0.058332995,33,0
4860,2018q3,1.8926812,0.30470386,0.20637114,3.1240728,-0.13291405,0,0.98867005,117.44418,46.296009,-0.028910708,31,0
4860,2019q4,1.5416324,-0.98740625,0.17638725,6.5096726,-0.22960681,0,1.3386967,122.47771,13.287001,-0.065600567,43,0
4860,2020q1,2.0354955,-1.2422017,0.20663284,6.5641026,-0.17936806,0,1.2393761,122.12255,31.535999,-0.060339991,24,0
4860,2020q2,1.9635091,-1.5444596,0.18429701,6.0808291,-0.16679837,0,1.1887017,119.62456,39.995991,-0.014678577,107,0
4860,2020q3,1.8489897,-2.750977,0.17364685,5.9164429,-0.16432278,0,1.1195413,127.23423,28.76799,-0.00936519,39,0
4860,2020q4,1.9654163,-0.84687459,0.16494013,4.6543469,-0.16279669,0,0.95285976,122.64184,15.728998,0.040174551,83,0
4881,2015q1,1.6523576,0.11787397,0.2280124,10.501266,0.043798149,0.060371559,0.40965047,337.36282,9.8400021,-0.05405128,59,0
4881,2015q2,1.6966444,0.071580581,0.21063405,9.0714417,0.024024606,0.091159217,0.49412039,397.99002,68.702003,-0.028842419,46,0
4881,2015q3,1.9363463,0.058121465,0.23474289,8.5840216,0.060057476,0.078553662,0.47670472,361.94165,120.817,-0.021080695,23,0
4881,2015q4,1.7131066,0.1462649,0.22184587,9.3194542,0.051927224,0.063447408,0.39817077,355.92844,106.934,0.058511123,30,0
4881,2016q1,1.73052,0.23751092,0.22526762,10.147468,0.033790216,0.069529526,0.40266147,372.18973,142.02701,0.001270656,28,0
4881,2016q2,1.490958,0.23894328,0.20449911,11.250574,0.015263245,0.073487736,0.33918145,363.66342,137.85899,0.057394601,48,0
4881,2016q3,1.3188545,0.2493436,0.18200929,12.145537,-0.000495136,0.061941966,0.36559719,387.1102,133.341,-0.029314168,47,0
4881,2016q4,1.3046541,0.23818353,0.18295805,12.631355,0.002775654,0.060406256,0.32705534,395.91147,159.66501,0.016381793,46,0
4881,2017q1,1.3271176,0.19708797,0.18000247,10.940625,-0.007437661,0.058556411,0.35236225,419.04169,107.893,-0.021783289,46,0
4881,2017q2,1.863613,0.17806448,0.22998789,11.107904,0.019789129,0.064280324,0.340085,364.26401,12.326011,0.012909029,33,0
4881,2017q3,1.5372039,0.15988612,0.19473536,11.049625,-0.003730148,0.058032688,0.34632719,405.379,34.11301,-0.012875398,33,0
4881,2017q4,1.5005808,0.24853948,0.19070184,10.863689,0.025454938,0.065016754,0.38589567,416.02979,27.376997,-0.035914507,37,0
4881,2018q1,1.789067,0.22314432,0.22409049,12.551104,-0.003921911,0.060669206,0.35557231,427.99637,15.987,0.023937017,34,0
4881,2018q2,1.6197473,0.22326608,0.21610023,12.764222,0.005466178,0.067307688,0.33366209,399.17743,100.92899,-0.005708803,33,0
4881,2018q3,1.2831236,0.21242914,0.18208684,13.352012,-0.052656054,0.070770822,0.38467997,393.39484,44.788998,0.022129606,31,0
4881,2018q4,1.1951188,0.12366391,0.17452648,13.625368,-0.047319382,0.053789124,0.32199541,394.03293,95.286995,0.018614076,25,0
4881,2019q1,1.546289,0.16204922,0.20441192,12.761201,-0.020855695,0.072244495,0.34677419,390.53287,113.641,-0.034320097,44,0
4881,2019q2,1.5108598,0.16478269,0.19592129,13.480724,-0.008577824,0.071211979,0.35594949,421.82544,75.520996,0.003240085,40,0
4881,2019q3,1.1890372,0.17766851,0.16067392,14.367529,-0.021335378,0.074681476,0.30202299,437.81931,126.70401,0.034283362,27,0
4881,2019q4,0.85502523,0.17833696,0.1193922,15.749182,-0.06356585,0.071236402,0.37895694,463.36844,168.127,0.011399094,43,0
4881,2020q1,0.95614189,0.18324064,0.13994205,18.40255,-0.040060416,0.075049236,0.32086262,427.73694,137.131,-0.033467986,24,0
4881,2020q2,0.78386295,0.18846063,0.10806701,20.440409,-0.12192088,0.081537969,0.29419079,456.88672,186.543,0.008081276,107,0
4881,2020q3,0.72586918,0.17849073,0.099084266,25.224592,-0.095651098,0.077581659,0.2612465,504.52844,276.841,0.008149359,39,0
4881,2020q4,0.74613136,0.18221946,0.099404469,28.748001,-0.091297373,0.080533281,0.23841713,505.79324,234.07401,0.026297929,83,0
4903,2017q4,1.4013453,0.58441556,0.052121699,161.125,0.052121699,0.12867646,1.4818377,58.404621,-5.428,0.013858483,37,0
4903,2018q1,0,0.31760624,0,206,0,0.017793594,1.1124498,64.205833,6.6440001,0.10317072,34,0
4903,2018q2,0,0.28428829,0,355.78571,0,0.019525802,1.1208822,76.059769,2.694,0.030439021,33,0
4903,2018q3,0,0.27377307,0,273.68182,0,0.023931624,1.5289966,78.94516,4.138,-0.036975462,31,0
4903,2018q4,0,0.24209751,0,320.89474,0,0.045263495,1.4100701,79.100212,6.776,-0.011434492,25,0
4903,2019q1,0,0.25263774,0,451.38892,0,0.082549021,1.5174866,79.685593,19.281,-0.041508757,44,0
4903,2019q2,0.01125402,0.27284428,0.000670627,204.94444,0.000670627,0.16519174,1.6293105,79.437355,18.309,-0.0208962,40,0
4911,2015q1,0.099111266,0.17540565,0.017618177,30.558025,-0.12074497,0.093468159,0.59096974,4.6520572,15.835001,0.074117064,66,0
4926,2015q1,3.1378987,0.41832218,0.364043,7.3227792,0.18278092,0.13457428,0.42217994,518.10583,-198.38498,-0.018117316,66,0
4926,2016q1,2.5297661,0.38017979,0.35751551,8.2632847,0.068075091,0.066860102,0.39955312,497.44397,240.966,0.004231903,20,0
4926,2017q1,2.9151444,0.28291401,0.37098169,6.6604538,0.091428488,0.058730885,0.36757886,611.36359,16.297983,-0.011740681,34,0
4926,2018q1,7.8478966,-0.47417301,0.55811077,3.2670326,0.19406778,0.083859146,0.41225025,715.12872,-1498.0909,0.015531282,40,0
4926,2019q1,5.2498574,0.17803168,0.53652483,2.551085,0.17900932,0.058061425,0.49678126,687.90118,303.27402,-0.025923174,29,0
4926,2020q1,4.9570651,0.28760794,0.49686581,2.6491516,0.12588412,0.064000376,0.53115714,583.67328,317.91501,0.099280126,53,0
4936,2015q1,1.6931612,0.36480498,0.25503653,14.676512,0.11044331,0.10197856,0.29244021,187.33488,-67.672997,-0.015685435,59,0
4936,2015q2,1.7739491,0.36359966,0.26243749,14.726534,0.012676418,0.10145711,0.3173216,198.44992,28.872,0.015254982,46,0
4936,2015q3,1.849239,0.3726908,0.27713883,15.228982,0.043500483,0.12575561,0.33333591,211.57256,25.823,-0.036778793,23,0
4936,2015q4,1.7852904,0.37697542,0.27577865,16.26227,0.031543776,0.12155498,0.28950536,206.97501,49.776997,0.051469982,30,0
4936,2016q1,1.5754064,0.3772479,0.26179644,17.55867,0.053106993,0.11088727,0.28489599,199.02992,51.386997,0.00778017,28,0
4936,2016q2,1.4524364,0.37447435,0.25082877,17.94294,0.055776134,0.11622371,0.24335307,239.05252,82.056999,0.062351614,48,0
4988,2015q1,3.7510238,0.25360459,0.39686993,2.8015134,0.14059666,0.059757203,0.54418242,384.60486,-870.02692,0.019397434,59,0
4988,2015q2,4.3674016,0.21902983,0.40212268,2.9659653,0.14485317,0.069609873,0.80553246,675.45087,-951.57092,-0.085299671,46,0
4988,2015q3,4.1683593,0.21930419,0.50468761,3.0787213,0.25552702,0.066243082,0.53582561,414.25961,-1330.238,0.026868202,23,0
4988,2015q4,3.9852841,0.32477495,0.49210367,3.1033151,0.26763257,0.087688617,0.59958261,240.38589,687.17096,-0.028122157,30,0
4988,2016q1,4.1589065,0.30541128,0.49560541,3.1594353,0.26288807,0.08668375,0.6044926,205.15536,462.96295,-0.010908136,28,0
4988,2016q2,4.4963946,0.2908546,0.50303185,3.2085867,0.28426379,0.079629645,0.64839858,324.96811,508.54599,-0.032617345,48,0
4988,2016q3,4.7025342,0.31194055,0.48861071,3.2739489,0.20130074,0.082068905,0.68674713,287.32739,531.04999,-0.020166351,47,0
4988,2016q4,4.7971582,0.31198266,0.47331443,3.2942135,0.071516126,0.097088508,0.58164865,208.07509,324.121,0.045088023,46,0
4988,2017q1,4.9284286,0.3176724,0.46857446,3.2277336,0.084568948,0.10492553,1.0412989,174.32771,414.42599,-0.044277109,46,0
4988,2017q2,4.2592106,0.32646322,0.59256214,3.1683259,0.21512541,0.11214901,0.43609959,912.06586,967.77399,-0.03901628,33,0
4988,2017q3,4.6846137,0.29836458,0.63241971,2.8878965,0.2177195,0.062084258,0.42607433,283.63571,1610.989,-0.001299936,33,0
4988,2017q4,4.7632661,-0.44170883,0.60613126,2.6383226,0.20490864,0.033621155,0.56083339,376.68573,1195.34,-0.064109661,37,0
4988,2018q1,4.9705176,-0.4232884,0.62125379,2.7879443,0.22438386,0.032809805,0.60826457,284.0289,738.42706,-0.025292028,34,0
4988,2018q2,4.883399,-0.35890356,0.60891801,2.843941,0.20679533,0.030083729,0.58748001,293.10782,234.37199,0.01282827,33,0
4988,2018q3,4.4151268,-0.31470412,0.57795244,3.0740995,0.073264837,0.027734207,0.68654251,207.33014,26.014019,0.023772048,31,0
4988,2018q4,3.7708521,0.21105862,0.55799776,3.613683,0.065894097,0.037551701,0.57033855,322.18823,252.336,0.049805712,25,0
4988,2019q1,3.8394752,0.20713057,0.56017876,3.599916,0.064573348,0.03588872,0.55129468,238.04449,320.64899,0.01440448,44,0
4988,2019q2,3.9239204,0.20775384,0.56228691,3.6390438,0.059255064,0.037333004,0.5603931,314.9837,277.492,0.009841259,40,0
4988,2019q3,5.707685,0.21282776,0.62174916,3.3933012,0.13313845,0.041743893,0.56232572,330.53714,-1148.781,-0.003274052,27,0
4988,2019q4,6.0723166,0.23804161,0.61781013,2.9049642,0.1444957,0.053008895,0.88811457,417.58618,-1264.235,-0.057969898,43,0
4988,2020q4,3.5778894,0.24219692,0.53510994,4.2308531,-0.071021318,0.031892378,0.6230337,300.89978,682.73999,0.087191857,83,0
4990,2015q1,0.51878834,0.37307501,0.17594278,29.200001,-0.048390284,0.073692553,0.18725158,2505.1628,2682,-0.040859099,47,0
4990,2015q2,0.5268901,0.36973083,0.18038693,27.597221,-0.034219518,0.078162774,0.24835595,2337.8708,2105,-0.065158203,38,0
4990,2015q3,0.54530746,0.36379018,0.18498696,26.549295,-0.025690496,0.084219858,0.26906472,2120.459,1755,-0.063522339,50,0
4990,2015q4,0.74712151,0.37232089,0.22444274,24.718309,0.068579122,0.09073171,0.22345142,1916.1987,1701,0.060672123,30,0
4990,2016q1,0.785034,0.37457511,0.23163389,21.797297,0.064833358,0.1,0.30136904,1744.3063,1865,-0.10880098,28,0
4990,2016q2,0.85350317,0.37509668,0.23205009,19.581081,0.06442003,0.11262377,0.28458175,1672.2235,1776,0.003289485,18,0
4990,2016q3,0.87381071,0.4064838,0.22553961,18.918919,0.068090111,0.12885155,0.28589338,1828.0754,2323,-0.005916158,31,0
4990,2016q4,0.87330997,0.43172181,0.21780942,18.559999,0.057650164,0.13731343,0.2806783,2111.2534,2205,0.007919608,31,0
4990,2017q1,0.67890382,0.3985765,0.17253613,17.76,-0.005066112,0.13609467,0.33368799,2238.6213,2607,-0.036187593,39,0
5018,2016q4,3.6805325,0.38356167,0.29499888,3.5723076,-0.10333759,0,0.022001648,326.35693,509.80005,0.046444509,46,0
5018,2017q1,3.1699643,0.36912742,0.27704859,4.5694447,-0.12776887,0,0.057319637,386.03979,502.80002,-0.023786239,46,0
5018,2017q2,2.6110878,0.31743118,0.27181706,6.519084,-0.19547823,0,0.047427956,455.66827,551.40002,0.1744476,33,0
5018,2017q3,2.4421635,0.38109758,0.26955423,6.5678568,-0.17823681,0,0.064572021,451.79315,477.5,-0.059075445,33,0
5018,2018q2,2.172708,0.91255814,0.25368243,6.5794396,-0.12453789,0,0.085653886,485.38815,723.90002,0.026293235,33,0
5018,2018q3,2.0661836,0.64985836,0.25174516,6.955224,-0.086049885,0,0.14370082,259.31992,854.70001,0.065064348,31,0
5018,2018q4,2.066072,0.27200425,0.25115457,6.7354646,-0.069254279,0,0.15072946,428.99527,948.79999,-0.039759848,25,0
5018,2019q1,2.1524072,0.26928282,0.27708039,7.2266293,-0.037607729,0,0.13239279,452.04565,998.5,0.068698548,44,0
5018,2019q2,2.1271341,0.26732248,0.27371517,7.10221,-0.043968946,0,0.13110465,517.75049,967.59998,0.041067149,40,0
5018,2019q3,2.1881907,0.26620981,0.26144037,6.8088646,-0.012535036,0,0.15771998,572.52936,1015.6,-0.062096409,27,0
5018,2019q4,2.1893096,0.26524234,0.25411773,6.7422967,-0.040881157,0,0.17553353,659.66711,1155,0.044846579,43,0
5018,2020q1,2.2272577,0.26859954,0.24747309,6.5811968,-0.029575497,0,0.1981464,711.69336,1124.1,-0.08904244,24,0
5018,2020q2,2.2244627,0.27190503,0.24343391,6.8738737,-0.028383151,0,0.21404941,785.65649,1338.4,-0.029267557,107,0
5018,2020q3,2.1982872,0.26708788,0.2337817,7.3873014,-0.035772532,0,0.17357603,827.30719,1261.4,0.049999967,39,0
5018,2020q4,2.1357439,0.23584905,0.2322149,8.3056479,-0.040685445,0,0.062123679,247.09651,1469.3,-0.024981664,83,0
5050,2016q3,3.5616038,0.00255102,0.2920568,1.1853933,-0.054186076,0,0.60373384,1.9517251,-6.2639999,-0.075928457,47,0
5050,2016q4,3.7824097,0.040901002,0.32166019,1.2351863,-0.095544755,0,0.53370899,2.8007753,-0.63799983,0.026568577,46,0
5050,2017q1,3.420891,0.082352951,0.29264125,1.2617283,-0.058062047,0,0.50690877,4.8273602,0.50099999,0.004180294,46,0
5071,2015q1,3.1605601,0.29773676,0.44010845,8.4679565,0.083995759,0.17239942,0.21779582,-2682.7939,757.29987,-0.003905283,66,0
5071,2015q2,2.7897952,0.31784204,0.41994584,8.6176291,0.067778677,0.2181282,0.1951519,-1322.1854,338.89996,0.030695891,37,0
5071,2015q3,2.6901932,0.32042128,0.42260191,9.3683538,0.043318212,0.20457512,0.19027674,-1190.6698,442,-0.008074693,27,0
5071,2015q4,2.5033336,0.34072894,0.4087092,9.5053444,0.045678824,0.17791535,0.16744758,-1102.8221,2454.7998,0.032151695,30,0
5071,2016q1,2.4862337,0.3501389,0.40534219,9.6139259,0.051792473,0.17526254,0.15181939,-1487.3589,2670,0.034112837,20,0
5071,2016q2,2.440485,0.30304977,0.38830063,9.3696518,0.036588222,0.16324967,0.16755456,-1289.7103,2407.2,-0.04941041,24,0
5071,2016q3,2.5964003,0.29872882,0.40486741,9.260252,0.045541048,0.17317536,0.17726715,-1223.3467,2320.8999,-0.023696296,34,0
5071,2016q4,2.748172,0.27948332,0.43844348,9.3051624,0.065056175,0.17437658,0.16727589,-2556.3857,1516.1,-0.031444464,29,0
5071,2017q1,2.8070617,0.26314631,0.44868323,9.3920221,0.05920887,0.17246038,0.17550404,-1935.5886,1462.7001,-0.027871642,34,0
5071,2017q2,2.7471244,0.27806309,0.43468913,9.6506262,0.055102438,0.16820513,0.2055704,-1520.3525,1272.9,-0.034623653,35,0
5071,2017q3,3.023891,0.27685788,0.4542045,9.3317442,0.055454671,0.17196952,0.16790253,-1858.6941,1609.3,0.028197708,35,0
5071,2017q4,3.027138,0.28550243,0.43831196,8.941638,0.003039658,0.17535426,0.22539619,-1215.7379,2007.3,-0.082661822,30,1
5071,2018q1,3.059895,0.049280699,0.43276259,8.8120689,-0.007345855,0.12871195,0.23605932,-2316.1987,2026.5001,-0.013598831,40,0
5071,2018q2,4.8469787,0.025807323,0.51654255,8.168005,0.096596718,0.13758799,0.3182821,-3859.8386,-6713.1001,-0.028881412,38,0
5071,2018q3,4.7130008,-0.00023258,0.51100647,6.9732399,0.088404566,0.13886529,0.35519457,-3600.7979,-6728.7002,0.02472746,44,0
5071,2018q4,4.5226941,-0.066773809,0.50208992,6.1779985,0.093380719,0.1452129,0.28039432,-3674.9592,-6743.0996,0.060875598,24,0
5071,2019q1,4.2476883,0.20355649,0.49597833,5.7740455,0.090636134,0.19161949,0.28395754,-4013.8879,-6667.5,-0.003287092,29,0
5071,2019q2,4.1189346,0.17075208,0.48121628,5.5534692,0.092915654,0.1700234,0.27272159,-3478.3721,1481.7,0.019389061,41,0
5071,2019q3,4.172195,0.1445767,0.48589724,5.742209,0.081029832,0.15869218,0.28939,-3168.0718,1554.9,-0.035360403,25,0
5071,2019q4,3.9755929,0.14738172,0.46802551,6.0103302,0.029582024,0.14057779,0.30413973,-3457.7422,1733.3999,0.071788862,45,0
5071,2020q1,4.0034504,0.15449505,0.4641026,6.1237569,0.015419364,0.1407066,0.25696263,-2863.2383,1768.9001,-0.015201669,53,0
5071,2020q2,3.8453143,0.17853826,0.45180106,6.4842443,0.017111927,0.13772236,0.26535067,-2841.7231,3562.8,-0.028627936,91,0
5071,2020q3,3.5876682,0.2005287,0.4357115,6.994988,-0.018492997,0.1316808,0.28841114,-2706.9871,3682.2998,-0.061306171,75,0
5071,2020q4,3.5924058,0.20254326,0.43223268,7.5098844,-0.006079286,0.13082132,0.28043959,-2464.7354,4414.3999,-0.002291564,46,0
5087,2017q1,3.4417477,0.2416357,0.1867362,5.026144,0.015160546,0,0.19782805,73.082489,127.50001,0.00258964,46,0
5087,2018q1,4.4079108,-1.2020459,0.17722777,3.1839082,-0.07989186,0,0.22122358,205.36475,115.79997,0.014364961,34,0
5087,2020q1,3.1988745,0.1247216,0.23020838,6.2107844,0.043472186,0,0.28092232,51.545055,199.29999,0.00901179,24,0
5109,2015q2,0.11321586,0.36342183,0.017171307,51.669117,-0.011123491,0,0.74677074,545.73218,117.296,-0.021717925,38,0
5109,2016q2,0.49920106,0.37125042,0.078193262,31.288795,0.037403617,0,0.80409449,513.40955,36.128998,-0.069402434,18,0
5109,2017q2,0.79054034,0.35208517,0.093287304,22.704054,0.070973702,0,1.7182541,539.76025,88.525978,-0.092738487,31,0
5109,2018q2,6.2679558,0.46381882,0.080220126,15.381258,0.063048817,0,0.86834133,562.04895,57.252003,0.036444612,28,0
